"confidence","hypo_step","max_arm_length","num_threads","time","-cost"
24,3,4,6,8973,-53838
14,3,4,6,10344,-62064
64,2,4,6,11403,-68418
54,2,4,6,11609,-69654
44,2,4,6,12605,-75630
34,2,4,6,13518,-81108
24,2,4,6,13663,-81978
14,2,4,6,13296,-79776
64,1,4,6,19861,-119166
54,1,4,6,19935,-119610
44,1,4,6,21105,-126630
34,1,4,6,20438,-122628
24,1,4,6,21101,-126606
14,1,4,6,21544,-129264
64,3,3,6,9557,-57342
54,3,3,6,9150,-54900
44,3,3,6,8874,-53244
34,3,3,6,10506,-63036
24,3,3,6,9872,-59232
14,3,3,6,9476,-56856
64,2,3,6,11674,-70044
54,2,3,6,11255,-67530
44,2,3,6,11251,-67506
34,2,3,6,11773,-70638
24,2,3,6,11721,-70326
14,2,3,6,11504,-69024
64,1,3,6,19268,-115608
54,1,3,6,19552,-117312
44,1,3,6,19845,-119070
34,1,3,6,20360,-122160
24,1,3,6,21065,-126390
14,1,3,6,21238,-127428
64,3,2,6,9157,-54942
54,3,2,6,9599,-57594
44,3,2,6,8854,-53124
34,3,2,6,9448,-56688
24,3,2,6,8467,-50802
14,3,2,6,9568,-57408
64,2,2,6,10977,-65862
54,2,2,6,10587,-63522
44,2,2,6,11283,-67698
34,2,2,6,10806,-64836
24,2,2,6,11451,-68706
14,2,2,6,11520,-69120
64,1,2,6,19436,-116616
54,1,2,6,18740,-112440
44,1,2,6,19095,-114570
34,1,2,6,19088,-114528
24,1,2,6,20854,-125124
14,1,2,6,20431,-122586
64,3,1,6,8404,-50424
54,3,1,6,8504,-51024
44,3,1,6,8679,-52074
34,3,1,6,8413,-50478
24,3,1,6,8070,-48420
14,3,1,6,8601,-51606
64,2,1,6,10599,-63594
54,2,1,6,10656,-63936
44,2,1,6,10846,-65076
34,2,1,6,10652,-63912
24,2,1,6,11543,-69258
14,2,1,6,10483,-62898
64,1,1,6,19077,-114462
54,1,1,6,18765,-112590
44,1,1,6,18512,-111072
34,1,1,6,17629,-105774
24,1,1,6,18160,-108960
14,1,1,6,18511,-111066
64,3,16,5,16002,-80010
54,3,16,5,15512,-77560
44,3,16,5,16057,-80285
34,3,16,5,15481,-77405
24,3,16,5,15631,-78155
14,3,16,5,15611,-78055
64,2,16,5,21285,-106425
54,2,16,5,20404,-102020
44,2,16,5,20253,-101265
34,2,16,5,20661,-103305
24,2,16,5,19628,-98140
14,2,16,5,18272,-91360
64,1,16,5,32128,-160640
54,1,16,5,33144,-165720
44,1,16,5,34117,-170585
34,1,16,5,33520,-167600
24,1,16,5,33611,-168055
14,1,16,5,33894,-169470
64,3,15,5,16471,-82355
54,3,15,5,15855,-79275
44,3,15,5,15734,-78670
34,3,15,5,15555,-77775
24,3,15,5,16175,-80875
14,3,15,5,15453,-77265
64,2,15,5,19477,-97385
54,2,15,5,19918,-99590
44,2,15,5,20335,-101675
34,2,15,5,19704,-98520
24,2,15,5,19985,-99925
14,2,15,5,19556,-97780
64,1,15,5,31254,-156270
54,1,15,5,31317,-156585
44,1,15,5,31703,-158515
34,1,15,5,31212,-156060
24,1,15,5,31082,-155410
14,1,15,5,32543,-162715
64,3,14,5,15532,-77660
54,3,14,5,15416,-77080
44,3,14,5,15257,-76285
34,3,14,5,15249,-76245
24,3,14,5,16512,-82560
14,3,14,5,16378,-81890
64,2,14,5,19374,-96870
54,2,14,5,19662,-98310
44,2,14,5,18925,-94625
34,2,14,5,19188,-95940
24,2,14,5,18911,-94555
14,2,14,5,18999,-94995
64,1,14,5,30789,-153945
54,1,14,5,31343,-156715
44,1,14,5,30178,-150890
34,1,14,5,31149,-155745
24,1,14,5,32073,-160365
14,1,14,5,34307,-171535
64,3,13,5,14727,-73635
54,3,13,5,14114,-70570
44,3,13,5,14246,-71230
34,3,13,5,14706,-73530
24,3,13,5,14660,-73300
14,3,13,5,14920,-74600
64,2,13,5,18690,-93450
54,2,13,5,18640,-93200
44,2,13,5,18877,-94385
34,2,13,5,18843,-94215
24,2,13,5,17977,-89885
14,2,13,5,19209,-96045
64,1,13,5,30462,-152310
54,1,13,5,29929,-149645
44,1,13,5,31414,-157070
34,1,13,5,31145,-155725
24,1,13,5,31999,-159995
14,1,13,5,32735,-163675
64,3,12,5,14710,-73550
54,3,12,5,14724,-73620
44,3,12,5,14818,-74090
34,3,12,5,14884,-74420
24,3,12,5,14585,-72925
14,3,12,5,14542,-72710
64,2,12,5,18610,-93050
54,2,12,5,19048,-95240
44,2,12,5,18391,-91955
34,2,12,5,18855,-94275
24,2,12,5,20328,-101640
14,2,12,5,19058,-95290
64,1,12,5,28834,-144170
54,1,12,5,30527,-152635
44,1,12,5,31713,-158565
34,1,12,5,31720,-158600
24,1,12,5,31830,-159150
14,1,12,5,31017,-155085
64,3,11,5,14441,-72205
54,3,11,5,14692,-73460
44,3,11,5,13223,-66115
34,3,11,5,13641,-68205
24,3,11,5,14071,-70355
14,3,11,5,14383,-71915
64,2,11,5,18200,-91000
54,2,11,5,18030,-90150
44,2,11,5,18060,-90300
34,2,11,5,18498,-92490
24,2,11,5,17905,-89525
14,2,11,5,17399,-86995
64,1,11,5,27669,-138345
54,1,11,5,27481,-137405
44,1,11,5,30162,-150810
34,1,11,5,29387,-146935
24,1,11,5,29165,-145825
14,1,11,5,29638,-148190
64,3,10,5,13855,-69275
54,3,10,5,14300,-71500
44,3,10,5,13481,-67405
34,3,10,5,14235,-71175
24,3,10,5,13648,-68240
14,3,10,5,13622,-68110
64,2,10,5,17986,-89930
54,2,10,5,17469,-87345
44,2,10,5,18102,-90510
34,2,10,5,17714,-88570
24,2,10,5,17955,-89775
14,2,10,5,18005,-90025
64,1,10,5,28635,-143175
54,1,10,5,27696,-138480
44,1,10,5,28602,-143010
34,1,10,5,28561,-142805
24,1,10,5,30368,-151840
14,1,10,5,29958,-149790
64,3,9,5,12671,-63355
54,3,9,5,12862,-64310
44,3,9,5,12910,-64550
34,3,9,5,13305,-66525
24,3,9,5,13853,-69265
14,3,9,5,12897,-64485
64,2,9,5,16462,-82310
54,2,9,5,16540,-82700
44,2,9,5,17633,-88165
34,2,9,5,17416,-87080
24,2,9,5,17848,-89240
14,2,9,5,17536,-87680
64,1,9,5,27713,-138565
54,1,9,5,28073,-140365
44,1,9,5,28025,-140125
34,1,9,5,29106,-145530
54,3,16,32,8310,-265920
44,3,16,32,7937,-253984
24,3,16,32,7757,-248224
64,2,16,32,8966,-286912
54,2,16,32,9078,-290496
44,2,16,32,9451,-302432
24,2,16,32,9894,-316608
64,1,16,32,13508,-432256
54,1,16,32,14303,-457696
44,1,16,32,15191,-486112
24,1,16,32,14956,-478592
64,3,15,32,8677,-277664
54,3,15,32,8361,-267552
44,3,15,32,8338,-266816
24,3,15,32,8310,-265920
64,2,15,32,9749,-311968
54,2,15,32,10171,-325472
44,2,15,32,10572,-338304
24,2,15,32,12539,-401248
64,1,15,32,15171,-485472
54,1,15,32,15186,-485952
44,1,15,32,17111,-547552
24,1,15,32,13979,-447328
64,3,14,32,8921,-285472
54,3,14,32,9603,-307296
44,3,14,32,9613,-307616
24,3,14,32,7949,-254368
64,2,14,32,11466,-366912
54,2,14,32,10744,-343808
44,2,14,32,11891,-380512
24,2,14,32,12104,-387328
64,1,14,32,14616,-467712
54,1,14,32,15528,-496896
44,1,14,32,14590,-466880
24,1,14,32,15339,-490848
64,3,13,32,8235,-263520
54,3,13,32,10585,-338720
44,3,13,32,8535,-273120
24,3,13,32,8610,-275520
64,2,13,32,10594,-339008
54,2,13,32,12124,-387968
44,2,13,32,9317,-298144
24,2,13,32,8836,-282752
64,1,13,32,12730,-407360
54,1,13,32,12989,-415648
44,1,13,32,14151,-452832
24,1,13,32,14133,-452256
64,3,12,32,7291,-233312
54,3,12,32,9006,-288192
44,3,12,32,7640,-244480
24,3,12,32,8102,-259264
64,2,12,32,9001,-288032
54,2,12,32,7830,-250560
44,2,12,32,8008,-256256
24,2,12,32,9578,-306496
64,1,12,32,13343,-426976
54,1,12,32,13482,-431424
44,1,12,32,12922,-413504
24,1,12,32,13891,-444512
64,3,11,32,7866,-251712
54,3,11,32,7707,-246624
44,3,11,32,7297,-233504
24,3,11,32,8052,-257664
64,2,11,32,9716,-310912
54,2,11,32,9574,-306368
44,2,11,32,8740,-279680
24,2,11,32,8800,-281600
64,1,11,32,12319,-394208
54,1,11,32,13195,-422240
44,1,11,32,12458,-398656
24,1,11,32,13603,-435296
64,3,10,32,6627,-212064
54,3,10,32,7043,-225376
44,3,10,32,7499,-239968
24,3,10,32,7442,-238144
64,2,10,32,8411,-269152
54,2,10,32,8064,-258048
44,2,10,32,8051,-257632
24,2,10,32,8386,-268352
64,1,10,32,13412,-429184
54,1,10,32,12513,-400416
44,1,10,32,12913,-413216
24,1,10,32,14623,-467936
64,3,9,32,7278,-232896
54,3,9,32,7659,-245088
44,3,9,32,8087,-258784
24,3,9,32,7696,-246272
64,2,9,32,8380,-268160
54,2,9,32,8632,-276224
44,2,9,32,7576,-242432
24,2,9,32,8376,-268032
64,1,9,32,12255,-392160
54,1,9,32,12205,-390560
44,1,9,32,13287,-425184
24,1,9,32,12912,-413184
64,3,8,32,6548,-209536
54,3,8,32,9425,-301600
44,3,8,32,7345,-235040
24,3,8,32,7526,-240832
64,2,8,32,8509,-272288
54,2,8,32,7760,-248320
44,2,8,32,8048,-257536
24,2,8,32,8879,-284128
64,1,8,32,11954,-382528
54,1,8,32,12264,-392448
44,1,8,32,12686,-405952
24,1,8,32,14016,-448512
64,3,7,32,8010,-256320
54,3,7,32,8180,-261760
44,3,7,32,8255,-264160
24,3,7,32,8878,-284096
64,2,7,32,10061,-321952
54,2,7,32,9013,-288416
44,2,7,32,8252,-264064
24,2,7,32,8780,-280960
64,1,7,32,12028,-384896
54,1,7,32,13352,-427264
44,1,7,32,14596,-467072
24,1,7,32,12976,-415232
64,3,6,32,9266,-296512
54,3,6,32,7537,-241184
44,3,6,32,7971,-255072
24,3,6,32,7769,-248608
64,2,6,32,8008,-256256
54,2,6,32,7690,-246080
44,2,6,32,10178,-325696
24,2,6,32,7686,-245952
64,1,6,32,12450,-398400
54,1,6,32,11973,-383136
44,1,6,32,13003,-416096
24,1,6,32,13074,-418368
64,3,5,32,7085,-226720
54,3,5,32,7939,-254048
44,3,5,32,6618,-211776
24,3,5,32,5868,-187776
64,2,5,32,8156,-260992
54,2,5,32,8504,-272128
44,2,5,32,8081,-258592
24,2,5,32,8454,-270528
64,1,5,32,12871,-411872
54,1,5,32,11374,-363968
44,1,5,32,12271,-392672
24,1,5,32,12864,-411648
64,3,4,32,6305,-201760
54,3,4,32,6617,-211744
44,3,4,32,6471,-207072
24,3,4,32,6931,-221792
64,2,4,32,8159,-261088
54,2,4,32,7600,-243200
44,2,4,32,9269,-296608
24,2,4,32,9167,-293344
64,1,4,32,13025,-416800
54,1,4,32,11061,-353952
44,1,4,32,12560,-401920
24,1,4,32,12125,-388000
64,3,3,32,6690,-214080
54,3,3,32,10839,-346848
44,3,3,32,8677,-277664
24,3,3,32,7563,-242016
64,2,3,32,9833,-314656
54,2,3,32,9404,-300928
44,2,3,32,10618,-339776
24,2,3,32,8076,-258432
64,1,3,32,12259,-392288
54,1,3,32,11238,-359616
44,1,3,32,12211,-390752
24,1,3,32,11021,-352672
64,3,2,32,8652,-276864
54,3,2,32,7245,-231840
44,3,2,32,8555,-273760
24,3,2,32,7929,-253728
64,2,2,32,8237,-263584
54,2,2,32,8968,-286976
44,2,2,32,8452,-270464
24,2,2,32,8787,-281184
64,1,2,32,12335,-394720
54,1,2,32,11066,-354112
44,1,2,32,12642,-404544
24,1,2,32,11615,-371680
64,3,1,32,7658,-245056
54,3,1,32,8560,-273920
44,3,1,32,7327,-234464
24,3,1,32,7953,-254496
64,2,1,32,9029,-288928
54,2,1,32,8740,-279680
44,2,1,32,6795,-217440
24,2,1,32,9296,-297472
64,1,1,32,12173,-389536
54,1,1,32,11138,-356416
44,1,1,32,10877,-348064
24,1,1,32,10989,-351648
64,3,16,31,10913,-338303
54,3,16,31,8416,-260896
44,3,16,31,8334,-258354
24,3,16,31,8094,-250914
64,2,16,31,10057,-311767
54,2,16,31,9249,-286719
44,2,16,31,9036,-280116
24,2,16,31,8773,-271963
64,1,16,31,13466,-417446
54,1,16,31,13171,-408301
44,1,16,31,13734,-425754
24,1,16,31,14192,-439952
64,3,15,31,7778,-241118
54,3,15,31,7690,-238390
44,3,15,31,8071,-250201
24,3,15,31,7035,-218085
64,2,15,31,9368,-290408
54,2,15,31,8970,-278070
44,2,15,31,8773,-271963
24,2,15,31,8722,-270382
64,1,15,31,15186,-470766
54,1,15,31,13513,-418903
44,1,15,31,13116,-406596
24,1,15,31,14393,-446183
64,3,14,31,7158,-221898
54,3,14,31,8926,-276706
44,3,14,31,7917,-245427
24,3,14,31,7210,-223510
64,2,14,31,8442,-261702
54,2,14,31,9201,-285231
44,2,14,31,8786,-272366
24,2,14,31,8775,-272025
64,1,14,31,12360,-383160
54,1,14,31,14531,-450461
44,1,14,31,13112,-406472
24,1,14,31,13292,-412052
64,3,13,31,7280,-225680
54,3,13,31,7460,-231260
44,3,13,31,7662,-237522
24,3,13,31,7538,-233678
64,2,13,31,8564,-265484
54,2,13,31,7677,-237987
44,2,13,31,9642,-298902
24,2,13,31,10879,-337249
64,1,13,31,13348,-413788
54,1,13,31,13060,-404860
44,1,13,31,13061,-404891
24,1,13,31,13959,-432729
64,3,12,31,6704,-207824
54,3,12,31,6599,-204569
44,3,12,31,7866,-243846
24,3,12,31,7027,-217837
64,2,12,31,9195,-285045
54,2,12,31,8618,-267158
44,2,12,31,8167,-253177
24,2,12,31,8166,-253146
64,1,12,31,13310,-412610
54,1,12,31,12863,-398753
44,1,12,31,13116,-406596
24,1,12,31,13421,-416051
64,3,11,31,7257,-224967
54,3,11,31,6903,-213993
44,3,11,31,7534,-233554
24,3,11,31,8492,-263252
64,2,11,31,8216,-254696
54,2,11,31,9703,-300793
44,2,11,31,8736,-270816
24,2,11,31,7896,-244776
64,1,11,31,11995,-371845
54,1,11,31,12648,-392088
44,1,11,31,12834,-397854
24,1,11,31,12946,-401326
64,3,10,31,7112,-220472
54,3,10,31,6887,-213497
44,3,10,31,7840,-243040
24,3,10,31,7477,-231787
64,2,10,31,7965,-246915
54,2,10,31,8069,-250139
44,2,10,31,8770,-271870
24,2,10,31,8342,-258602
64,1,10,31,12100,-375100
54,1,10,31,13060,-404860
44,1,10,31,12654,-392274
24,1,10,31,13231,-410161
64,3,9,31,6188,-191828
54,3,9,31,7019,-217589
44,3,9,31,6108,-189348
24,3,9,31,7116,-220596
64,2,9,31,7953,-246543
54,2,9,31,8065,-250015
44,2,9,31,7798,-241738
24,2,9,31,8269,-256339
64,1,9,31,11930,-369830
54,1,9,31,11257,-348967
44,1,9,31,11687,-362297
24,1,9,31,11966,-370946
64,3,8,31,7330,-227230
54,3,8,31,6171,-191301
44,3,8,31,6783,-210273
24,3,8,31,6918,-214458
64,2,8,31,8089,-250759
54,2,8,31,7746,-240126
44,2,8,31,7733,-239723
24,2,8,31,8122,-251782
64,1,8,31,11911,-369241
54,1,8,31,12240,-379440
44,1,8,31,11447,-354857
24,1,8,31,11735,-363785
64,3,7,31,6418,-198958
54,3,7,31,6586,-204166
44,3,7,31,6547,-202957
24,3,7,31,6406,-198586
64,2,7,31,7809,-242079
54,2,7,31,7152,-221712
44,2,7,31,7676,-237956
24,2,7,31,8502,-263562
64,1,7,31,12506,-387686
54,1,7,31,12474,-386694
44,1,7,31,12401,-384431
24,1,7,31,11911,-369241
64,3,6,31,5999,-185969
54,3,6,31,7087,-219697
44,3,6,31,7561,-234391
24,3,6,31,7534,-233554
64,2,6,31,9021,-279651
54,2,6,31,7633,-236623
44,2,6,31,8343,-258633
24,2,6,31,8187,-253797
64,1,6,31,11416,-353896
54,1,6,31,11536,-357616
44,1,6,31,11694,-362514
24,1,6,31,12883,-399373
64,3,5,31,5532,-171492
54,3,5,31,5007,-155217
44,3,5,31,6344,-196664
24,3,5,31,6193,-191983
64,2,5,31,7487,-232097
54,2,5,31,9460,-293260
44,2,5,31,7258,-224998
24,2,5,31,8147,-252557
64,1,5,31,11910,-369210
54,1,5,31,11661,-361491
44,1,5,31,11415,-353865
24,1,5,31,10870,-336970
64,3,4,31,5787,-179397
54,3,4,31,5705,-176855
44,3,4,31,5728,-177568
24,3,4,31,6097,-189007
64,2,4,31,7697,-238607
54,2,4,31,8173,-253363
44,2,4,31,7118,-220658
24,2,4,31,7624,-236344
64,1,4,31,10835,-335885
54,1,4,31,11531,-357461
44,1,4,31,11048,-342488
24,1,4,31,11389,-353059
64,3,3,31,6695,-207545
54,3,3,31,6877,-213187
44,3,3,31,6255,-193905
24,3,3,31,5823,-180513
64,2,3,31,7557,-234267
54,2,3,31,6438,-199578
44,2,3,31,7025,-217775
24,2,3,31,6824,-211544
64,1,3,31,10676,-330956
54,1,3,31,10850,-336350
44,1,3,31,11100,-344100
24,1,3,31,11808,-366048
64,3,2,31,7077,-219387
54,3,2,31,6740,-208940
44,3,2,31,6588,-204228
24,3,2,31,8070,-250170
64,2,2,31,6826,-211606
54,2,2,31,8186,-253766
44,2,2,31,7402,-229462
24,2,2,31,8306,-257486
64,1,2,31,11747,-364157
54,1,2,31,10921,-338551
44,1,2,31,10759,-333529
24,1,2,31,10475,-324725
64,3,1,31,4659,-144429
54,3,1,31,5593,-173383
44,3,1,31,7395,-229245
24,3,1,31,7408,-229648
64,2,1,31,8989,-278659
54,2,1,31,7894,-244714
44,2,1,31,7016,-217496
24,2,1,31,7405,-229555
64,1,1,31,11680,-362080
54,1,1,31,11458,-355198
44,1,1,31,10965,-339915
24,1,1,31,11687,-362297
64,3,16,30,9703,-291090
54,3,16,30,7882,-236460
44,3,16,30,7486,-224580
24,3,16,30,7147,-214410
64,2,16,30,9791,-293730
54,2,16,30,10550,-316500
44,2,16,30,9229,-276870
24,2,16,30,9232,-276960
64,1,16,30,14333,-429990
54,1,16,30,13714,-411420
44,1,16,30,14186,-425580
24,1,16,30,14165,-424950
64,3,15,30,8061,-241830
54,3,15,30,8058,-241740
44,3,15,30,8161,-244830
24,3,15,30,7307,-219210
64,2,15,30,9689,-290670
54,2,15,30,9978,-299340
44,2,15,30,8867,-266010
24,2,15,30,10050,-301500
64,1,15,30,13732,-411960
54,1,15,30,13640,-409200
44,1,15,30,14756,-442680
24,1,15,30,14662,-439860
64,3,14,30,7956,-238680
54,3,14,30,7799,-233970
44,3,14,30,8344,-250320
24,3,14,30,7673,-230190
64,2,14,30,8102,-243060
54,2,14,30,9422,-282660
44,2,14,30,9183,-275490
24,2,14,30,9424,-282720
64,1,14,30,13078,-392340
54,1,14,30,13466,-403980
44,1,14,30,13600,-408000
24,1,14,30,13864,-415920
64,3,13,30,7181,-215430
54,3,13,30,8121,-243630
44,3,13,30,7635,-229050
24,3,13,30,6610,-198300
64,2,13,30,8341,-250230
54,2,13,30,8453,-253590
44,2,13,30,8417,-252510
24,2,13,30,9076,-272280
64,1,13,30,13764,-412920
54,1,13,30,13079,-392370
44,1,13,30,11859,-355770
24,1,13,30,12289,-368670
64,3,12,30,7355,-220650
54,3,12,30,7333,-219990
44,3,12,30,6856,-205680
24,3,12,30,6804,-204120
64,2,12,30,8557,-256710
54,2,12,30,8820,-264600
44,2,12,30,8505,-255150
24,2,12,30,8752,-262560
64,1,12,30,12777,-383310
54,1,12,30,11690,-350700
44,1,12,30,11951,-358530
24,1,12,30,11751,-352530
64,3,11,30,6512,-195360
54,3,11,30,6801,-204030
44,3,11,30,7225,-216750
24,3,11,30,7760,-232800
64,2,11,30,7879,-236370
54,2,11,30,8255,-247650
44,2,11,30,8109,-243270
24,2,11,30,8201,-246030
64,1,11,30,12016,-360480
54,1,11,30,12012,-360360
44,1,11,30,12485,-374550
24,1,11,30,12446,-373380
64,3,10,30,6839,-205170
54,3,10,30,7188,-215640
44,3,10,30,7552,-226560
24,3,10,30,7123,-213690
64,2,10,30,8343,-250290
54,2,10,30,8567,-257010
44,2,10,30,8002,-240060
24,2,10,30,8371,-251130
64,1,10,30,13501,-405030
54,1,10,30,13238,-397140
44,1,10,30,13300,-399000
24,1,10,30,13456,-403680
64,3,9,30,6270,-188100
54,3,9,30,6432,-192960
44,3,9,30,6385,-191550
24,3,9,30,6154,-184620
64,2,9,30,7801,-234030
54,2,9,30,7952,-238560
44,2,9,30,8276,-248280
24,2,9,30,8051,-241530
64,1,9,30,12541,-376230
54,1,9,30,12073,-362190
44,1,9,30,11993,-359790
24,1,9,30,12243,-367290
64,3,8,30,6842,-205260
54,3,8,30,6700,-201000
44,3,8,30,6841,-205230
24,3,8,30,6109,-183270
64,2,8,30,7903,-237090
54,2,8,30,8152,-244560
44,2,8,30,7943,-238290
24,2,8,30,7964,-238920
64,1,8,30,12137,-364110
54,1,8,30,12074,-362220
44,1,8,30,11983,-359490
24,1,8,30,12510,-375300
64,3,7,30,6831,-204930
54,3,7,30,6055,-181650
44,3,7,30,6242,-187260
24,3,7,30,6129,-183870
64,2,7,30,7954,-238620
54,2,7,30,7532,-225960
44,2,7,30,7401,-222030
24,2,7,30,8356,-250680
64,1,7,30,12036,-361080
54,1,7,30,12290,-368700
44,1,7,30,11609,-348270
24,1,7,30,11708,-351240
64,3,6,30,6569,-197070
54,3,6,30,6449,-193470
44,3,6,30,5996,-179880
24,3,6,30,5730,-171900
64,2,6,30,7055,-211650
54,2,6,30,7138,-214140
44,2,6,30,7553,-226590
24,2,6,30,7247,-217410
64,1,6,30,11694,-350820
54,1,6,30,11252,-337560
44,1,6,30,10755,-322650
24,1,6,30,10978,-329340
64,3,5,30,6377,-191310
54,3,5,30,6826,-204780
44,3,5,30,5675,-170250
24,3,5,30,5757,-172710
64,2,5,30,6651,-199530
54,2,5,30,6504,-195120
44,2,5,30,6831,-204930
24,2,5,30,7147,-214410
64,1,5,30,10426,-312780
54,1,5,30,10501,-315030
44,1,5,30,10342,-310260
24,1,5,30,10621,-318630
64,3,4,30,6395,-191850
54,3,4,30,6326,-189780
44,3,4,30,5428,-162840
24,3,4,30,5873,-176190
64,2,4,30,6792,-203760
54,2,4,30,7044,-211320
44,2,4,30,7194,-215820
24,2,4,30,6951,-208530
64,1,4,30,10750,-322500
54,1,4,30,11102,-333060
44,1,4,30,11362,-340860
24,1,4,30,12225,-366750
64,3,3,30,10343,-310290
54,3,3,30,6642,-199260
44,3,3,30,5338,-160140
24,3,3,30,6983,-209490
64,2,3,30,7818,-234540
54,2,3,30,8079,-242370
44,2,3,30,6576,-197280
24,2,3,30,6831,-204930
64,1,3,30,9563,-286890
54,1,3,30,9528,-285840
44,1,3,30,10018,-300540
24,1,3,30,10841,-325230
64,3,2,30,5340,-160200
54,3,2,30,6818,-204540
44,3,2,30,5740,-172200
24,3,2,30,6040,-181200
64,2,2,30,7370,-221100
54,2,2,30,7263,-217890
44,2,2,30,6853,-205590
24,2,2,30,7115,-213450
64,1,2,30,11170,-335100
54,1,2,30,10900,-327000
44,1,2,30,11070,-332100
24,1,2,30,10696,-320880
64,3,1,30,5877,-176310
54,3,1,30,6314,-189420
44,3,1,30,5274,-158220
24,3,1,30,4989,-149670
64,2,1,30,6709,-201270
54,2,1,30,7178,-215340
44,2,1,30,7725,-231750
24,2,1,30,6899,-206970
64,1,1,30,10937,-328110
54,1,1,30,10969,-329070
44,1,1,30,10274,-308220
24,1,1,30,10504,-315120
64,3,16,29,7662,-222198
54,3,16,29,7734,-224286
44,3,16,29,7596,-220284
24,3,16,29,7434,-215586
64,2,16,29,9177,-266133
54,2,16,29,9042,-262218
44,2,16,29,9028,-261812
24,2,16,29,8687,-251923
64,1,16,29,13804,-400316
54,1,16,29,13829,-401041
44,1,16,29,13687,-396923
24,1,16,29,13749,-398721
64,3,15,29,7301,-211729
54,3,15,29,7345,-213005
44,3,15,29,7083,-205407
24,3,15,29,7269,-210801
64,2,15,29,9053,-262537
54,2,15,29,9080,-263320
44,2,15,29,8606,-249574
24,2,15,29,8984,-260536
64,1,15,29,13695,-397155
54,1,15,29,14009,-406261
44,1,15,29,13089,-379581
24,1,15,29,12697,-368213
64,3,14,29,7355,-213295
54,3,14,29,7904,-229216
44,3,14,29,7738,-224402
24,3,14,29,7220,-209380
64,2,14,29,8075,-234175
54,2,14,29,7772,-225388
44,2,14,29,7893,-228897
24,2,14,29,9062,-262798
64,1,14,29,13121,-380509
54,1,14,29,13441,-389789
44,1,14,29,12513,-362877
24,1,14,29,13520,-392080
64,3,13,29,7101,-205929
54,3,13,29,7316,-212164
44,3,13,29,6775,-196475
24,3,13,29,6758,-195982
64,2,13,29,8860,-256940
54,2,13,29,8229,-238641
44,2,13,29,8212,-238148
24,2,13,29,8523,-247167
64,1,13,29,12930,-374970
54,1,13,29,13578,-393762
44,1,13,29,13063,-378827
24,1,13,29,13589,-394081
64,3,12,29,6726,-195054
54,3,12,29,7061,-204769
44,3,12,29,7329,-212541
24,3,12,29,6672,-193488
64,2,12,29,8076,-234204
54,2,12,29,8715,-252735
44,2,12,29,8363,-242527
24,2,12,29,8706,-252474
64,1,12,29,12382,-359078
54,1,12,29,13426,-389354
44,1,12,29,13203,-382887
24,1,12,29,13447,-389963
64,3,11,29,6968,-202072
54,3,11,29,7478,-216862
44,3,11,29,6680,-193720
24,3,11,29,7583,-219907
64,2,11,29,9280,-269120
54,2,11,29,8216,-238264
44,2,11,29,8845,-256505
24,2,11,29,8569,-248501
64,1,11,29,12349,-358121
54,1,11,29,13398,-388542
44,1,11,29,13035,-378015
24,1,11,29,12706,-368474
64,3,10,29,6762,-196098
54,3,10,29,6973,-202217
44,3,10,29,6908,-200332
24,3,10,29,6271,-181859
64,2,10,29,8273,-239917
54,2,10,29,8147,-236263
44,2,10,29,8669,-251401
24,2,10,29,7896,-228984
64,1,10,29,12696,-368184
54,1,10,29,12672,-367488
44,1,10,29,13090,-379610
24,1,10,29,12221,-354409
64,3,9,29,8379,-242991
54,3,9,29,5900,-171100
44,3,9,29,7901,-229129
24,3,9,29,6797,-197113
64,2,9,29,8557,-248153
54,2,9,29,8345,-242005
44,2,9,29,8473,-245717
24,2,9,29,8356,-242324
64,1,9,29,12519,-363051
54,1,9,29,12894,-373926
44,1,9,29,12809,-371461
24,1,9,29,12901,-374129
64,3,8,29,7078,-205262
54,3,8,29,6788,-196852
44,3,8,29,6067,-175943
24,3,8,29,7389,-214281
64,2,8,29,7771,-225359
54,2,8,29,8202,-237858
44,2,8,29,8203,-237887
24,2,8,29,8496,-246384
64,1,8,29,12781,-370649
54,1,8,29,13141,-381089
44,1,8,29,12445,-360905
24,1,8,29,13142,-381118
64,3,7,29,7493,-217297
54,3,7,29,6137,-177973
44,3,7,29,5901,-171129
24,3,7,29,7589,-220081
64,2,7,29,8903,-258187
54,2,7,29,10446,-302934
44,2,7,29,7534,-218486
24,2,7,29,8660,-251140
64,1,7,29,11934,-346086
54,1,7,29,12051,-349479
44,1,7,29,12525,-363225
24,1,7,29,12233,-354757
64,3,6,29,7526,-218254
54,3,6,29,7706,-223474
44,3,6,29,5776,-167504
24,3,6,29,6628,-192212
64,2,6,29,7732,-224228
54,2,6,29,8590,-249110
44,2,6,29,8000,-232000
24,2,6,29,7395,-214455
64,1,6,29,11940,-346260
54,1,6,29,11456,-332224
44,1,6,29,12046,-349334
24,1,6,29,11850,-343650
64,3,5,29,6150,-178350
54,3,5,29,6397,-185513
44,3,5,29,6293,-182497
24,3,5,29,6167,-178843
64,2,5,29,7047,-204363
54,2,5,29,7260,-210540
44,2,5,29,7430,-215470
24,2,5,29,8363,-242527
64,1,5,29,11543,-334747
54,1,5,29,11401,-330629
44,1,5,29,11305,-327845
24,1,5,29,12220,-354380
64,3,4,29,6540,-189660
54,3,4,29,6340,-183860
